 num     #instances         #bytes  class name (module)
2622:             1             16  adams.gui.flow.tab.FlowTabManager$1
2623:             1             16  adams.gui.flow.tab.FlowTabManager$5
2624:             1             16  adams.gui.flow.tab.FlowTabManager$6
2625:             1             16  adams.gui.flow.tab.StorageNamesTab$$Lambda$236/0x00000001009b2440
2626:             1             16  adams.gui.flow.tab.StorageNamesTab$$Lambda$237/0x00000001009e8040
2627:             1             16  adams.gui.flow.tab.StorageNamesTab$$Lambda$238/0x00000001009e8440
2628:             1             16  adams.gui.flow.tab.VariablesTab$$Lambda$239/0x00000001009e8840
2629:             1             16  adams.gui.flow.tab.VariablesTab$$Lambda$240/0x00000001009e8c40
2630:             1             16  adams.gui.flow.tab.VariablesTab$$Lambda$241/0x00000001009e9040
2631:             1             16  adams.gui.goe.classtree.GlobalInfoNodeGenerator
2632:             1             16  adams.gui.menu.About
2633:             1             16  adams.gui.menu.ClassHelp
2634:             1             16  adams.gui.menu.ConnectToDatabases
2635:             1             16  adams.gui.menu.ConsoleWindow
2636:             1             16  adams.gui.menu.ContainerNesting
2637:             1             16  adams.gui.menu.DateTest
2638:             1             16  adams.gui.menu.FavoritesManagement
2639:             1             16  adams.gui.menu.FileChooserBookmarksManagement
2640:             1             16  adams.gui.menu.FindClass
2641:             1             16  adams.gui.menu.FindInFiles
2642:             1             16  adams.gui.menu.GarbageCollector
2643:             1             16  adams.gui.menu.HeapDump
2644:             1             16  adams.gui.menu.Homepage
2645:             1             16  adams.gui.menu.JConsole
2646:             1             16  adams.gui.menu.JDeps
2647:             1             16  adams.gui.menu.JMap
2648:             1             16  adams.gui.menu.JVisualVM
2649:             1             16  adams.gui.menu.LogEntryDatabaseViewer
2650:             1             16  adams.gui.menu.MemoryMonitor
2651:             1             16  adams.gui.menu.NestedFormatViewer
2652:             1             16  adams.gui.menu.OptionTree
2653:             1             16  adams.gui.menu.OptionsConversion
2654:             1             16  adams.gui.menu.PlaceholderManagement
2655:             1             16  adams.gui.menu.Preferences
2656:             1             16  adams.gui.menu.PreviewBrowser
2657:             1             16  adams.gui.menu.ProgramExit
2658:             1             16  adams.gui.menu.ProgramUserMode
2659:             1             16  adams.gui.menu.PropertiesViewer
2660:             1             16  adams.gui.menu.RegExpTest
2661:             1             16  adams.gui.menu.RemoteCommands$$Lambda$164/0x00000001008e8440
2662:             1             16  adams.gui.menu.RemoteCommands$$Lambda$165/0x00000001008e8840
2663:             1             16  adams.gui.menu.RemoteCommands$$Lambda$166/0x00000001008e8c40
2664:             1             16  adams.gui.menu.RemoteCommands$$Lambda$167/0x00000001008e9040
2665:             1             16  adams.gui.menu.RunTool
2666:             1             16  adams.gui.menu.ScriptingLog
2667:             1             16  adams.gui.menu.StringConversion
2668:             1             16  adams.gui.menu.SystemInfo
2669:             1             16  adams.gui.menu.SystemPerformance
2670:             1             16  adams.gui.menu.TakeScreenshot
2671:             1             16  adams.gui.menu.Terminal
2672:             1             16  adams.gui.scripting.ScriptingEngineManager
2673:             1             16  adams.gui.scripting.ScriptingLogPanel$2
2674:             1             16  adams.gui.scripting.ScriptingLogPanel$3
2675:             1             16  adams.gui.scripting.ScriptingLogPanel$4
2676:             1             16  adams.scripting.ScriptingHelper
2677:             1             16  com.jidesoft.plaf.LookAndFeelFactory$1
2678:             1             16  com.jidesoft.plaf.metal.MetalIconFactory$CheckBoxIcon
2679:             1             16  com.jidesoft.plaf.vsnet.VsnetMetalUtils$1
2680:             1             16  com.jidesoft.swing.JideSwingUtilities$10
2681:             1             16  com.mysql.fabric.jdbc.FabricMySQLDriver
2682:             1             16  com.mysql.jdbc.AbandonedConnectionCleanupThread
2683:             1             16  com.mysql.jdbc.AbandonedConnectionCleanupThread$1
2684:             1             16  com.mysql.jdbc.Util
2685:             1             16  com.mysql.jdbc.log.NullLogger
2686:             1             16  com.mysql.jdbc.log.StandardLogger
2687:             1             16  com.sun.beans.introspect.MethodInfo$MethodOrder (java.desktop@11.0.2)
2688:             1             16  com.sun.imageio.stream.StreamCloser$1 (java.desktop@11.0.2)
2689:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@11.0.2)
2690:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$186/0x00000001008e9c40 (jdk.management@11.0.2)
2691:             1             16  java.awt.AWTEvent$1 (java.desktop@11.0.2)
2692:             1             16  java.awt.Component$1 (java.desktop@11.0.2)
2693:             1             16  java.awt.Component$AWTTreeLock (java.desktop@11.0.2)
2694:             1             16  java.awt.Container$1 (java.desktop@11.0.2)
2695:             1             16  java.awt.Container$MouseEventTargetFilter (java.desktop@11.0.2)
2696:             1             16  java.awt.Cursor$$Lambda$215/0x000000010094c440 (java.desktop@11.0.2)
2697:             1             16  java.awt.Cursor$1 (java.desktop@11.0.2)
2698:             1             16  java.awt.DefaultKeyboardFocusManager$1 (java.desktop@11.0.2)
2699:             1             16  java.awt.Dialog$$Lambda$258/0x0000000100a07840 (java.desktop@11.0.2)
2700:             1             16  java.awt.EventDispatchThread$1 (java.desktop@11.0.2)
2701:             1             16  java.awt.EventDispatchThread$HierarchyEventFilter (java.desktop@11.0.2)
2702:             1             16  java.awt.EventQueue$1 (java.desktop@11.0.2)
2703:             1             16  java.awt.EventQueue$2 (java.desktop@11.0.2)
2704:             1             16  java.awt.Font$FontAccessImpl (java.desktop@11.0.2)
2705:             1             16  java.awt.Frame$1 (java.desktop@11.0.2)
2706:             1             16  java.awt.GraphicsCallback$PaintCallback (java.desktop@11.0.2)
2707:             1             16  java.awt.GraphicsEnvironment$$Lambda$8/0x0000000100063840 (java.desktop@11.0.2)
2708:             1             16  java.awt.Image$1 (java.desktop@11.0.2)
2709:             1             16  java.awt.KeyboardFocusManager$1 (java.desktop@11.0.2)
2710:             1             16  java.awt.SequencedEvent$1 (java.desktop@11.0.2)
2711:             1             16  java.awt.SystemColor$$Lambda$168/0x00000001008efc40 (java.desktop@11.0.2)
2712:             1             16  java.awt.Toolkit$4 (java.desktop@11.0.2)
2713:             1             16  java.awt.Window$1 (java.desktop@11.0.2)
2714:             1             16  java.awt.color.ICC_Profile$1 (java.desktop@11.0.2)
2715:             1             16  java.awt.datatransfer.StringSelection (java.datatransfer@11.0.2)
2716:             1             16  java.awt.datatransfer.SystemFlavorMap$$Lambda$157/0x000000010025dc40 (java.datatransfer@11.0.2)
2717:             1             16  java.awt.datatransfer.SystemFlavorMap$$Lambda$160/0x000000010037c840 (java.datatransfer@11.0.2)
2718:             1             16  java.awt.dnd.DropTargetContext$1 (java.desktop@11.0.2)
2719:             1             16  java.awt.event.InputEvent$1 (java.desktop@11.0.2)
2720:             1             16  java.awt.event.InvocationEvent$1 (java.desktop@11.0.2)
2721:             1             16  java.awt.event.KeyEvent$1 (java.desktop@11.0.2)
2722:             1             16  java.awt.event.MouseEvent$1 (java.desktop@11.0.2)
2723:             1             16  java.awt.font.JavaAWTFontAccessImpl (java.desktop@11.0.2)
2724:             1             16  java.awt.image.DataBuffer$1 (java.desktop@11.0.2)
2725:             1             16  java.beans.Introspector$1 (java.desktop@11.0.2)
2726:             1             16  java.io.FileDescriptor$1 (java.base@11.0.2)
2727:             1             16  java.io.FilePermission$1 (java.base@11.0.2)
2728:             1             16  java.io.RandomAccessFile$2 (java.base@11.0.2)
2729:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@11.0.2)
2730:             1             16  java.lang.CharacterData00 (java.base@11.0.2)
2731:             1             16  java.lang.CharacterDataLatin1 (java.base@11.0.2)
2732:             1             16  java.lang.InheritableThreadLocal (java.base@11.0.2)
2733:             1             16  java.lang.ProcessBuilder$NullInputStream (java.base@11.0.2)
2734:             1             16  java.lang.ProcessBuilder$NullOutputStream (java.base@11.0.2)
2735:             1             16  java.lang.ProcessEnvironment$StringKeySet (java.base@11.0.2)
2736:             1             16  java.lang.ProcessHandleImpl$$Lambda$271/0x0000000100a35c40 (java.base@11.0.2)
2737:             1             16  java.lang.ProcessImpl$$Lambda$274/0x0000000100a52040 (java.base@11.0.2)
2738:             1             16  java.lang.Runtime (java.base@11.0.2)
2739:             1             16  java.lang.SecurityManager$$Lambda$139/0x00000001001fa440 (java.base@11.0.2)
2740:             1             16  java.lang.SecurityManager$$Lambda$141/0x0000000100258040 (java.base@11.0.2)
2741:             1             16  java.lang.SecurityManager$$Lambda$142/0x0000000100258440 (java.base@11.0.2)
2742:             1             16  java.lang.SecurityManager$$Lambda$143/0x0000000100258c40 (java.base@11.0.2)
2743:             1             16  java.lang.SecurityManager$$Lambda$144/0x0000000100259440 (java.base@11.0.2)
2744:             1             16  java.lang.SecurityManager$$Lambda$145/0x0000000100259840 (java.base@11.0.2)
2745:             1             16  java.lang.SecurityManager$$Lambda$147/0x000000010025a040 (java.base@11.0.2)
2746:             1             16  java.lang.SecurityManager$$Lambda$148/0x000000010025a440 (java.base@11.0.2)
2747:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@11.0.2)
2748:             1             16  java.lang.StringCoding$1 (java.base@11.0.2)
2749:             1             16  java.lang.System$2 (java.base@11.0.2)
2750:             1             16  java.lang.System$LoggerFinder$$Lambda$15/0x00000001000e0440 (java.base@11.0.2)
2751:             1             16  java.lang.Terminator$1 (java.base@11.0.2)
2752:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@11.0.2)
2753:             1             16  java.lang.invoke.MemberName$Factory (java.base@11.0.2)
2754:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@11.0.2)
2755:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 (java.base@11.0.2)
2756:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 (java.base@11.0.2)
2757:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 (java.base@11.0.2)
2758:             1             16  java.lang.invoke.VarHandle$1 (java.base@11.0.2)
2759:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@11.0.2)
2760:             1             16  java.lang.management.ManagementFactory$$Lambda$183/0x00000001008ea040 (java.management@11.0.2)
2761:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$184/0x00000001008ea440 (java.management@11.0.2)
2762:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$190/0x0000000100940c40 (java.management@11.0.2)
2763:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$191/0x0000000100941040 (java.management@11.0.2)
2764:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$193/0x0000000100941c40 (java.management@11.0.2)
2765:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$197/0x0000000100943040 (java.management@11.0.2)
2766:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$198/0x0000000100943440 (java.management@11.0.2)
2767:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@11.0.2)
2768:             1             16  java.lang.ref.Cleaner (java.base@11.0.2)
2769:             1             16  java.lang.ref.Cleaner$1 (java.base@11.0.2)
2770:             1             16  java.lang.ref.Reference$1 (java.base@11.0.2)
2771:             1             16  java.lang.reflect.ReflectAccess (java.base@11.0.2)
2772:             1             16  java.net.Authenticator$$Lambda$178/0x00000001008ec840 (java.base@11.0.2)
2773:             1             16  java.net.InetAddress$2 (java.base@11.0.2)
2774:             1             16  java.net.InetAddress$PlatformNameService (java.base@11.0.2)
2775:             1             16  java.net.URI$1 (java.base@11.0.2)
2776:             1             16  java.net.URL$3 (java.base@11.0.2)
2777:             1             16  java.net.URL$DefaultFactory (java.base@11.0.2)
2778:             1             16  java.net.URLConnection$1 (java.base@11.0.2)
2779:             1             16  java.nio.Bits$1 (java.base@11.0.2)
2780:             1             16  java.nio.Buffer$1 (java.base@11.0.2)
2781:             1             16  java.security.AllPermission (java.base@11.0.2)
2782:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@11.0.2)
2783:             1             16  java.text.DontCareFieldPosition$1 (java.base@11.0.2)
2784:             1             16  java.text.MessageFormat$Field (java.base@11.0.2)
2785:             1             16  java.util.Collections$EmptyEnumeration (java.base@11.0.2)
2786:             1             16  java.util.Collections$EmptyIterator (java.base@11.0.2)
2787:             1             16  java.util.Collections$EmptyList (java.base@11.0.2)
2788:             1             16  java.util.Collections$EmptySet (java.base@11.0.2)
2789:             1             16  java.util.Collections$ReverseComparator (java.base@11.0.2)
2790:             1             16  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@11.0.2)
2791:             1             16  java.util.Currency$CurrencyNameGetter (java.base@11.0.2)
2792:             1             16  java.util.EnumMap$1 (java.base@11.0.2)
2793:             1             16  java.util.ResourceBundle$1 (java.base@11.0.2)
2794:             1             16  java.util.ResourceBundle$Control (java.base@11.0.2)
2795:             1             16  java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$129/0x00000001001f9440 (java.base@11.0.2)
2796:             1             16  java.util.ResourceBundle$ResourceBundleControlProviderHolder$$Lambda$130/0x00000001001ff840 (java.base@11.0.2)
2797:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@11.0.2)
2798:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@11.0.2)
2799:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@11.0.2)
2800:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@11.0.2)
2801:             1             16  java.util.TreeSet (java.base@11.0.2)
2802:             1             16  java.util.concurrent.CompletableFuture$AltResult (java.base@11.0.2)
2803:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@11.0.2)
2804:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@11.0.2)
2805:             1             16  java.util.concurrent.Executors$FinalizableDelegatedExecutorService (java.base@11.0.2)
2806:             1             16  java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory (java.base@11.0.2)
2807:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@11.0.2)
2808:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@11.0.2)
2809:             1             16  java.util.function.Function$$Lambda$192/0x0000000100941440 (java.base@11.0.2)
2810:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@11.0.2)
2811:             1             16  java.util.logging.Level$$Lambda$9/0x00000001000cd440 (java.logging@11.0.2)
2812:             1             16  java.util.logging.Level$KnownLevel$$Lambda$10/0x00000001000cc840 (java.logging@11.0.2)
2813:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@11.0.2)
2814:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@11.0.2)
2815:             1             16  java.util.regex.CharPredicates$$Lambda$150/0x000000010025ac40 (java.base@11.0.2)
2816:             1             16  java.util.regex.CharPredicates$$Lambda$206/0x000000010094e840 (java.base@11.0.2)
2817:             1             16  java.util.regex.Pattern$$Lambda$123/0x0000000100166c40 (java.base@11.0.2)
2818:             1             16  java.util.regex.Pattern$1 (java.base@11.0.2)
2819:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$122/0x0000000100166840 (java.base@11.0.2)
2820:             1             16  java.util.regex.Pattern$LastNode (java.base@11.0.2)
2821:             1             16  java.util.regex.Pattern$Node (java.base@11.0.2)
2822:             1             16  java.util.stream.Collectors$$Lambda$131/0x00000001001ffc40 (java.base@11.0.2)
2823:             1             16  java.util.stream.Collectors$$Lambda$132/0x00000001001ff040 (java.base@11.0.2)
2824:             1             16  java.util.stream.Collectors$$Lambda$133/0x00000001001ff440 (java.base@11.0.2)
2825:             1             16  java.util.stream.Collectors$$Lambda$134/0x00000001001fe840 (java.base@11.0.2)
2826:             1             16  java.util.stream.Collectors$$Lambda$187/0x0000000100940040 (java.base@11.0.2)
2827:             1             16  java.util.stream.Collectors$$Lambda$188/0x0000000100940440 (java.base@11.0.2)
2828:             1             16  java.util.stream.Collectors$$Lambda$189/0x0000000100940840 (java.base@11.0.2)
2829:             1             16  java.util.stream.Collectors$$Lambda$194/0x0000000100942040 (java.base@11.0.2)
2830:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x00000001000ccc40 (java.base@11.0.2)
2831:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x00000001000cc040 (java.base@11.0.2)
2832:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x00000001000cc440 (java.base@11.0.2)
2833:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x00000001000e0040 (java.base@11.0.2)
2834:             1             16  java.util.zip.ZipFile$1 (java.base@11.0.2)
2835:             1             16  javax.accessibility.AccessibleContext$1 (java.desktop@11.0.2)
2836:             1             16  javax.crypto.JceSecurityManager (java.base@11.0.2)
2837:             1             16  javax.imageio.spi.IIORegistry (java.desktop@11.0.2)
2838:             1             16  javax.swing.Autoscroller (java.desktop@11.0.2)
2839:             1             16  javax.swing.ClientPropertyKey$1 (java.desktop@11.0.2)
2840:             1             16  javax.swing.ImageIcon$2 (java.desktop@11.0.2)
2841:             1             16  javax.swing.JComponent$1 (java.desktop@11.0.2)
2842:             1             16  javax.swing.JComponent$2 (java.desktop@11.0.2)
2843:             1             16  javax.swing.JSpinner$DisabledAction (java.desktop@11.0.2)
2844:             1             16  javax.swing.JTabbedPane$ModelListener (java.desktop@11.0.2)
2845:             1             16  javax.swing.KeyStroke$1 (java.desktop@11.0.2)
2846:             1             16  javax.swing.PopupFactory (java.desktop@11.0.2)
2847:             1             16  javax.swing.PopupFactory$1 (java.desktop@11.0.2)
2848:             1             16  javax.swing.PopupFactory$HeavyWeightPopup$1 (java.desktop@11.0.2)
2849:             1             16  javax.swing.RepaintManager$1 (java.desktop@11.0.2)
2850:             1             16  javax.swing.RepaintManager$DisplayChangedHandler (java.desktop@11.0.2)
2851:             1             16  javax.swing.SwingPaintEventDispatcher (java.desktop@11.0.2)
2852:             1             16  javax.swing.SwingWorker$1 (java.desktop@11.0.2)
2853:             1             16  javax.swing.SwingWorker$6 (java.desktop@11.0.2)
2854:             1             16  javax.swing.SwingWorker$7 (java.desktop@11.0.2)
2855:             1             16  javax.swing.SwingWorker$DoSubmitAccumulativeRunnable (java.desktop@11.0.2)
2856:             1             16  javax.swing.ToolTipManager$AccessibilityKeyListener (java.desktop@11.0.2)
2857:             1             16  javax.swing.ToolTipManager$MoveBeforeEnterListener (java.desktop@11.0.2)
2858:             1             16  javax.swing.ToolTipManager$insideTimerAction (java.desktop@11.0.2)
2859:             1             16  javax.swing.ToolTipManager$outsideTimerAction (java.desktop@11.0.2)
2860:             1             16  javax.swing.ToolTipManager$stillInsideTimerAction (java.desktop@11.0.2)
2861:             1             16  javax.swing.UIDefaults$$Lambda$20/0x0000000100134440 (java.desktop@11.0.2)
2862:             1             16  javax.swing.UIManager$2 (java.desktop@11.0.2)
2863:             1             16  javax.swing.ViewportLayout (java.desktop@11.0.2)
2864:             1             16  javax.swing.filechooser.FileSystemView$$Lambda$153/0x000000010025f040 (java.desktop@11.0.2)
2865:             1             16  javax.swing.filechooser.FileSystemView$$Lambda$154/0x000000010025f440 (java.desktop@11.0.2)
2866:             1             16  javax.swing.filechooser.UnixFileSystemView (java.desktop@11.0.2)
2867:             1             16  javax.swing.plaf.basic.BasicComboPopup$EmptyListModelClass (java.desktop@11.0.2)
2868:             1             16  javax.swing.plaf.basic.BasicHTML$BasicHTMLViewFactory (java.desktop@11.0.2)
2869:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$21/0x0000000100133840 (java.desktop@11.0.2)
2870:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$22/0x0000000100133c40 (java.desktop@11.0.2)
2871:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$23/0x0000000100133040 (java.desktop@11.0.2)
2872:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$24/0x0000000100133440 (java.desktop@11.0.2)
2873:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$25/0x0000000100132840 (java.desktop@11.0.2)
2874:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$26/0x0000000100132c40 (java.desktop@11.0.2)
2875:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$27/0x0000000100132040 (java.desktop@11.0.2)
2876:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$28/0x0000000100132440 (java.desktop@11.0.2)
2877:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$29/0x0000000100131840 (java.desktop@11.0.2)
2878:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$30/0x0000000100131c40 (java.desktop@11.0.2)
2879:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$33/0x0000000100148840 (java.desktop@11.0.2)
2880:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$34/0x0000000100148c40 (java.desktop@11.0.2)
2881:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$35/0x0000000100149040 (java.desktop@11.0.2)
2882:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$37/0x000000010014a840 (java.desktop@11.0.2)
2883:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$38/0x000000010014ac40 (java.desktop@11.0.2)
2884:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$39/0x000000010014b040 (java.desktop@11.0.2)
2885:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$40/0x000000010014b440 (java.desktop@11.0.2)
2886:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$41/0x000000010014b840 (java.desktop@11.0.2)
2887:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$42/0x000000010014bc40 (java.desktop@11.0.2)
2888:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$43/0x000000010014c040 (java.desktop@11.0.2)
2889:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$44/0x000000010014c440 (java.desktop@11.0.2)
2890:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$45/0x000000010014c840 (java.desktop@11.0.2)
2891:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$46/0x000000010014cc40 (java.desktop@11.0.2)
2892:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$47/0x000000010014d040 (java.desktop@11.0.2)
2893:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$48/0x000000010014d440 (java.desktop@11.0.2)
2894:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$49/0x000000010014d840 (java.desktop@11.0.2)
2895:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$50/0x000000010014dc40 (java.desktop@11.0.2)
2896:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$51/0x000000010014e040 (java.desktop@11.0.2)
2897:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$52/0x000000010014e440 (java.desktop@11.0.2)
2898:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$53/0x000000010014e840 (java.desktop@11.0.2)
2899:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$54/0x000000010014ec40 (java.desktop@11.0.2)
2900:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$55/0x000000010014f040 (java.desktop@11.0.2)
2901:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$56/0x000000010014f440 (java.desktop@11.0.2)
2902:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$57/0x000000010014f840 (java.desktop@11.0.2)
2903:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$58/0x000000010014fc40 (java.desktop@11.0.2)
2904:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$1 (java.desktop@11.0.2)
2905:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$2 (java.desktop@11.0.2)
2906:             1             16  javax.swing.plaf.basic.BasicLookAndFeel$AWTEventHelper (java.desktop@11.0.2)
2907:             1             16  javax.swing.plaf.basic.BasicMenuItemUI$Actions (java.desktop@11.0.2)
2908:             1             16  javax.swing.plaf.basic.BasicPanelUI (java.desktop@11.0.2)
2909:             1             16  javax.swing.plaf.basic.BasicPopupMenuUI$MenuKeyboardHelper$1 (java.desktop@11.0.2)
2910:             1             16  javax.swing.plaf.basic.BasicRootPaneUI (java.desktop@11.0.2)
2911:             1             16  javax.swing.plaf.basic.BasicTabbedPaneUI$Handler (java.desktop@11.0.2)
2912:             1             16  javax.swing.plaf.basic.BasicTextUI$DragListener (java.desktop@11.0.2)
2913:             1             16  javax.swing.plaf.basic.BasicTreeUI$Actions (java.desktop@11.0.2)
2914:             1             16  javax.swing.plaf.basic.BasicViewportUI (java.desktop@11.0.2)
2915:             1             16  javax.swing.plaf.metal.DefaultMetalTheme$FontDelegate (java.desktop@11.0.2)
2916:             1             16  javax.swing.plaf.metal.MetalBorders$MenuBarBorder (java.desktop@11.0.2)
2917:             1             16  javax.swing.plaf.metal.MetalBorders$PopupMenuBorder (java.desktop@11.0.2)
2918:             1             16  javax.swing.plaf.metal.MetalBorders$TextFieldBorder (java.desktop@11.0.2)
2919:             1             16  javax.swing.plaf.metal.MetalBorders$ToggleButtonBorder (java.desktop@11.0.2)
2920:             1             16  javax.swing.plaf.metal.MetalBorders$ToolBarBorder (java.desktop@11.0.2)
2921:             1             16  javax.swing.plaf.metal.MetalIconFactory$CheckBoxIcon (java.desktop@11.0.2)
2922:             1             16  javax.swing.plaf.metal.MetalIconFactory$CheckBoxMenuItemIcon (java.desktop@11.0.2)
2923:             1             16  javax.swing.plaf.metal.MetalIconFactory$FileChooserDetailViewIcon (java.desktop@11.0.2)
2924:             1             16  javax.swing.plaf.metal.MetalIconFactory$FileChooserListViewIcon (java.desktop@11.0.2)
2925:             1             16  javax.swing.plaf.metal.MetalIconFactory$MenuArrowIcon (java.desktop@11.0.2)
2926:             1             16  javax.swing.plaf.metal.MetalIconFactory$MenuItemArrowIcon (java.desktop@11.0.2)
2927:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$100/0x000000010015a440 (java.desktop@11.0.2)
2928:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$101/0x000000010015a840 (java.desktop@11.0.2)
2929:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$102/0x000000010015ac40 (java.desktop@11.0.2)
2930:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$103/0x000000010015b040 (java.desktop@11.0.2)
2931:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$104/0x000000010015b440 (java.desktop@11.0.2)
2932:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$105/0x000000010015b840 (java.desktop@11.0.2)
2933:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$106/0x000000010015bc40 (java.desktop@11.0.2)
2934:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$107/0x000000010015c040 (java.desktop@11.0.2)
2935:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$108/0x000000010015c440 (java.desktop@11.0.2)
2936:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$109/0x000000010015c840 (java.desktop@11.0.2)
2937:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$110/0x000000010015cc40 (java.desktop@11.0.2)
2938:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$111/0x000000010015d040 (java.desktop@11.0.2)
2939:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$112/0x000000010015d440 (java.desktop@11.0.2)
